AnimalID,SireID,DamID
PVBPC20G0106H03M2,PVZWZ19G0205060M,PVZWZ19G020C960
PVBPC20G020006F,PVBPC19G010600BM,0
PVBPC20G020016F,PVBPC19G0106764M,PVBPC19G010120A
PVBPC20G020052M,PVHTC19G0106064M,PVHTC19G010868A
PVBPC20G020147M,PVBPC19G0106475M,PVBPC19G010774A
PVBPC20G020160M,PVBPC19G0106475M,PVBPC19G010774A
PVBPC20G020167K,PVBPC19G0106159M,PVHYC19B007828A
PVBPC20G020240K,PVHTC19G0106103M,PVHTC19G010821A
PVBPC20G020252M,PVBPC19G0106716M,PVBPC19G0106606
PVBPC20G020258M,PVBPC19G010600FM,0
PVBPC20G020261M,PVBPC19G010600FM,0
PVBPC20G020295M,PVBPC19G010600FM,0
PVBPC20G020309M,PVBPC19G010600GM,PVBPC19G010268A
PVBPC20G020329F,PVBPC19G010600CM,PVBPC19G010105A
PVBPC20G020359P,0,PVBPC19G010D101
PVBPC20G020371M,PVBPC19G0106253M,0
PVBPC20G020437K,PVBPC19G0107023M,PVHYC19B007824A
PVBPC20G020457F,PVBPC19G0106451M,PVBPC19G010667A
PVBPC20G020466M,PVBPC19G0106491M,PVHYC19B007855A
PVBPC20G020474K,PVBPC19G0106052M,PVBPC19G000940A
PVBPC20G0205001M1,PVBPC19G0106450M,PVBPC19G010130A
PVBPC20G0205001M2,PVBPC19G0106450M,PVBPC19G010130A
PVBPC20G0205061M1,PVBPC19G0106119M,PVBPC19G010589A
PVBPC20G0205061M2,PVBPC19G0106119M,PVBPC19G010589A
PVBPC20G0205061M3,PVBPC19G0106119M,PVBPC19G010589A
PVBPC20G0205065M,PVBPC19G0106464M,PVBPC19G010184A
PVBPC20G0205081M,PVBPC19G0106694M,PVBPC19G010035A
PVBPC20G0205105M,PVBPC19G0106535M,PVBPC19G010736A
PVBPC20G020511F,PVHTC19G0106011M,PVHTC19G010877A
PVBPC20G0205127M,PVBPC19G0106374M,PVBPC19G010600A
PVBPC20G0205136M1,PVBPC19G0106764M,PVBPC19G010144A
